"","Provincia","Act","code","Prov","1 Trim 1996","2 Trim 1996","3 Trim 1996","4 Trim 1996","1 Trim 1997","2 Trim 1997","3 Trim 1997","4 Trim 1997","1 Trim 1998","2 Trim 1998","3 Trim 1998","4 Trim 1998","1 Trim 1999","2 Trim 1999","3 Trim 1999","4 Trim 1999","1 Trim 2000","2 Trim 2000","3 Trim 2000","4 Trim 2000","1 Trim 2001","2 Trim 2001","3 Trim 2001","4 Trim 2001","1 Trim 2002","2 Trim 2002","3 Trim 2002","4 Trim 2002","1 Trim 2003","2 Trim 2003","3 Trim 2003","4 Trim 2003","1 Trim 2004","2 Trim 2004","3 Trim 2004","4 Trim 2004","1 Trim 2005","2 Trim 2005","3 Trim 2005","4 Trim 2005","1 Trim 2006","2 Trim 2006","3 Trim 2006","4 Trim 2006","1 Trim 2007","2 Trim 2007","3 Trim 2007","4 Trim 2007","1 Trim 2008","2 Trim 2008","3 Trim 2008","4 Trim 2008","1 Trim 2009","2 Trim 2009","3 Trim 2009","4 Trim 2009","1 Trim 2010","2 Trim 2010","3 Trim 2010","4 Trim 2010","1 Trim 2011","2 Trim 2011","3 Trim 2011","4 Trim 2011","1 Trim 2012","2 Trim 2012","3 Trim 2012","4 Trim 2012","1 Trim 2013","2 Trim 2013","3 Trim 2013","4 Trim 2013","1 Trim 2014","2 Trim 2014","3 Trim 2014","4 Trim 2014","1 Trim 2015","2 Trim 2015","3 Trim 2015","4 Trim 2015","1 Trim 2016","2 Trim 2016","3 Trim 2016","4 Trim 2016","1 Trim 2017","2 Trim 2017","3 Trim 2017","4 Trim 2017","1 Trim 2018","2 Trim 2018"
"158","San Luis","ot_ss","AR-D","San Luis",8182.80379494092,8836.34556250816,9361.18076258274,9677.51413167547,10096.3018379214,10603.3991149334,10736.7733285468,11085.1535109419,11381.6861467124,14376.7099549263,14790.7964953659,14778.9060312358,14438.3421732614,14374.5373247334,13787.8618308564,14670.5231976065,12499.5466422003,12128.5766953488,11981.068968481,11795.9457879025,11953.7362239191,11890.0342092988,12021.9239631025,12148.0032377578,11002.2551101579,11059.5570659497,11236.4401496994,11062.6526221829,11401.6388955053,12255.2591178874,12718.332632094,13165.1475749905,13525.8062358652,14064.658629348,14669.655153062,15164.0249465181,15468.0961087582,15986.7361278284,16129.9965618486,16345.2078254627,16477.9376314251,16703.5701378908,17153.8331320739,17503.5279631683,18091.8322635952,18393.3370265856,18855.6660930403,19383.858418065,19360.3086405367,18923.700427686,19158.5845754691,19120.2911852422,18466.151306727,18225.0416787138,18254.9795034442,18705.4120743864,19371.7962281324,19790.5462676081,20077.3139044117,20276.162005669,20566.8571211883,20457.138401518,20665.7284484985,20890.6399515095,20825.4348369497,20912.842523158,20554.5456405262,20441.4760098469,20401.8400131699,20907.9201802978,21156.0700338678,21213.7766924413,21442.7623734005,21287.4577150375,21063.754199521,20976.4610182341,21298.2041460061,21356.7907159587,21843.5050369274,22198.3265972883,21449.2071866953,21606.4123045931,21129.1230047943,21021.3061741818,20969.0947608873,21204.1035926334,22036.4468777255,21931.0082818151,22172.9864842226,22534.7565063558
"159","San Luis","pesca","AR-D","San Luis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
"160","San Luis","Total Nacional","AR-D","San Luis",33246.8037949409,33801.3455625082,35897.1807625827,36732.5141316755,37636.3018379214,38653.3991149334,39040.7733285468,40308.1535109419,41188.6861467124,50619.7099549263,49518.7964953659,47592.9060312358,48168.3421732614,47647.5373247334,45481.8618308564,48961.5231976065,43297.5466422003,41470.5766953488,40655.068968481,40657.9457879025,40441.7362239191,39865.0342092988,40005.9239631025,40921.0032377578,38488.2551101579,36806.5570659497,36822.4401496994,36908.6526221829,37882.6388955053,38066.2591178874,37730.332632094,39075.1475749905,39927.8062358652,40510.658629348,41840.655153062,42653.0249465181,43878.0961087582,44422.7361278284,45326.9965618486,45829.2078254627,46490.9376314251,46979.5701378908,48101.8331320739,48950.5279631683,50131.8322635952,50968.3370265856,51995.6660930403,53732.858418065,53767.3086405367,53661.700427686,54242.5845754691,54726.2911852422,52728.151306727,51967.0416787138,52573.9795034442,53875.4120743864,54714.7962281324,54620.5462676081,54684.3139044117,55915.162005669,56006.8571211883,55921.138401518,56667.7284484985,57372.6399515095,57336.4348369497,58094.842523158,57225.5456405262,57047.4760098469,56659.8400131699,57566.9201802978,57832.0700338678,58600.7766924413,58634.7623734005,58352.4577150375,58806.754199521,59483.4610182341,61661.2041460061,63177.7907159587,63640.5050369274,62476.3265972883,60514.2071866953,59687.4123045931,57983.1230047943,57887.3061741818,57833.0947608873,57666.1035926334,58029.4468777255,57280.0082818151,57528.9864842226,56882.7565063558
"161","Santa Cruz","agro","AR-Z","Santa Cruz",1494.99267372632,1404.770329634,1339.83840785834,1279.65305092087,1261.40449758482,1304.63717751182,1340.80296150721,1359.6088111846,1327.22020408293,1729.82021457628,1590.19841615475,1548.25812480585,1610.72414575106,1647.07904272294,1581.27738200978,1604.42877325803,1215.4625197814,1212.03719711164,1253.04859329072,1216.00634703854,1221.53977427785,1224.32316066613,1212.00897233072,1208.3354938352,1236.13398229248,1202.50365850534,1240.83124996453,1317.90687965916,1299.00352275258,1400.18671350594,1517.85888182734,1464.63029064353,1491.39215733653,1574.62596460474,1623.99548415531,1704.4879848211,1640.23096227973,1638.28263547156,1753.0087443037,2144.44861932626,2196.08228244186,2199.65454888437,2160.24274151206,2263.07874450413,2194.34597346901,2223.6243489101,2191.02926488263,2165.18009746208,2319.00245970229,2140.87895493254,2257.68322348675,2190.35771798738,2221.62120464548,2083.58576803164,2007.00624726611,2080.52455936803,2042.7091235039,2003.6922880112,1888.02826574659,1808.89466724494,1801.94250573042,1726.14114454708,1699.60723032212,1615.61587306973,1639.69439455531,1659.45966705305,1725.6787434312,1681.17768866931,1527.52735974654,1641.54125903244,1654.89458349488,1626.76942556952,1624.19536582852,1653.56376225641,1638.71269104305,1706.05075377565,1653.94659044505,1581.86647380448,1591.57501992142,1588.9197341155,1650.63938434342,1543.99432454337,1540.76168290006,1451.98696367812,1465.13143576812,1449.83370802406,1440.67025620441,1498.62200993315,1419.69458125678,1445.25530935922
"162","Santa Cruz","com","AR-Z","Santa Cruz",3249,3272,3331,3525,3450,3520,3676,3875,3908,4512,4400,4413,4547,4342,4369,4572,4133,4101,4178,4336,4495,4452,4395,4361,4169,4042,4024,4095,4268,4338,4461,4702,4837,4898,5149,5494,5718,5803,5949,6377,6473,6492,6823,7227,7475,7542,7629,8155,8458,8451,8325,8391,8342,8165,8191,8273,8411,8436,8466,8671,8913,8783,8827,9093,9200,9056,8995,9161,9224,9059,9017,9295,9428,9268,9195,9413,9698,9735,9703,9833,9832,9593,9593,9704,9717,9570,9408,9614,9508,9312
"163","Santa Cruz","const","AR-Z","Santa Cruz",2135.0882221143,2096.99015321288,2439.03322946119,1963.06876186603,2451.25169701554,2793.27755860619,3419.05774576649,3717.94787658223,3982.60424690815,4289.32779677486,4027.551214261,3988.37722282295,3945.46150247177,3608.04942491566,3496.6834618619,3317.97992759299,2967.05126601131,3213.73101199701,3621.65594397751,4195.80430962882,4102.24181147568,3923.05173263916,3578.32579145498,2866.0403935697,2322.89467984197,2376.9421609771,2702.33146765075,3157.1219804596,4051.4038309719,4489.32390803218,4700.3613427181,4768.3650152988,5069.87927042349,5007.07485047132,5220.86173656075,5500.39099608764,5775.58289993108,6073.54593090255,6352.64445194378,7205.23871789042,7321.1998230679,7753.17350337874,7775.93327132535,8152.68813886147,8785.19622693894,9054.58363253155,9360.54709528085,9404.75772042619,8624.08149406635,8181.19527345944,7711.61665842346,7586.90939508582,7547.3390358203,7037.86517922056,6663.91855490356,6177.66607695834,6349.69414725757,6540.16902832706,6623.91017984637,6961.53349394039,8033.62468538636,8932.1717644193,8848.78593646743,9575.18487616854,9185.78134328687,9259.08440416237,8836.78327317474,8516.19800826477,8681.32282391182,7851.05808581672,7560.05080846097,7390.28896608032,7167.65653385891,7036.12211303671,6892.46767257646,6775.84109431262,6827.66040253626,7100.72812274169,7367.67882473332,7064.64643322305,5878.5389065956,5223.91496920634,4975.45108614114,5037.70769168583,5608.83441620374,6035.61980214667,5794.3999382001,5487.02006216715,5751.79895407409,5123.69837672337
"164","Santa Cruz","ind","AR-Z","Santa Cruz",1368.67686593644,1295.94589654166,1306.32408164336,1215.48362834054,1136.63798947929,1254.97007247942,1448.43654413417,1511.57982669729,1587.68575138111,1600.1879394521,1253.36018039799,1131.75724907869,1384.47900445189,1179.54965068916,1171.55796075153,1283.27334043774,1183.33100525992,1304.41462693909,1417.22263120643,1431.35672177458,1718.01922995175,1509.24733723402,1589.60271735246,1696.37212289381,1543.86112957351,1652.16512435217,1762.81914684573,1752.47602026076,1602.1931560178,1732.70064140091,1853.7025741837,1927.07054541118,1964.34622187319,2127.37617355729,2340.59333558104,2392.84661842202,2517.59490880914,2528.46666678402,2461.71469106891,2619.81945079476,2748.16004173231,2681.95214692449,2505.02751930398,2771.72607090711,2766.84261670556,2624.16932071937,2537.61687681861,2794.92976532816,2941.71379010786,3043.51287355756,2958.94485648589,2856.56143900366,2919.94140404125,2992.37051595041,2936.08516077539,2900.0204479092,2834.53002229553,2781.77857669349,2902.68415129316,2930.74899997552,3017.71879589538,3092.56943447346,3054.5602184911,3022.96980698873,3232.96414319239,3152.2124711826,3217.42635708409,3219.22767612999,3235.05724497391,3300.96952862752,3272.80723619115,3352.31427502489,3219.04321131652,3303.94098779177,3443.28290208228,3540.57663879492,3538.29761473289,3719.13723347725,3763.84225247737,3698.29623806103,3547.398997357,3506.78315289443,3530.4848819477,3427.14501629252,3548.39168414113,3493.83991368652,3391.54982266079,3395.91045256385,3362.67190785304,3225.33005317527
"165","Santa Cruz","ot_bs","AR-Z","Santa Cruz",5338,5842,5454,5988,5890,5797,5605,5847,6060,6169,5577,4996,4645,4207,4292,4699,4696,4973,5003,5314,5641,5805,5858,5896,5925,4902,4827,5145,5331,5444,5458,5693,5953,5937,6265,6538,7066,7154,7259,7499,7949,7990,8042,8330,8990,9562,10143,10591,10898,11172,11222,11541,11782,11693,11695,11600,11848,11817,12265,12372,12777,12816,13050,13123,13296,13426,13415,13486,13883,14101,14302,14456,14944,15525,16061,16051,16052,16165,15956,15832,15566,15312,14886,14599,14519,14061,13811,13488,13225,13114
"166","Santa Cruz","ot_ss","AR-Z","Santa Cruz",7001.45150147864,7249.47100895383,7411.89193013005,7447.206036444,7656.10733462907,7477.08729414861,8190.64856343989,8025.74714445255,8318.40720255568,9706.86123584061,9875.31346742513,9937.94998641899,9428.09552129482,9110.42219968855,9357.91508452871,9556.05967407464,7990.09930399817,8221.39070334064,8316.98499260019,8621.56858149925,8969.48115428537,8962.74110485093,8763.10319662045,8395.7630526162,7821.43202475077,7731.75327078842,8097.28850727515,8267.26206502295,8668.26823137972,9411.22801369818,9552.12225728046,9745.12492904948,10002.3447938796,10240.445488928,10887.222919627,11707.277209636,12562.4590998838,12707.6439048742,13388.6784502787,14692.8966224398,15683.15857654,15672.5587527995,15819.0393531975,16539.7465919283,17709.5879771052,18449.6524976153,18906.6023696457,19057.9895491969,19934.0330811245,20381.6121383669,20523.8206054332,20108.8015533901,19476.160758555,19363.4144585579,19235.1733173612,19229.4679892685,19147.4703264919,19432.5686727637,19878.1945962971,20016.5582683595,20465.9490343548,20815.8358476092,21255.7650797555,22237.9833423229,22482.5506909655,22478.8915743925,22833.1908677279,23137.2585930312,23320.4489530764,23569.444649872,23361.6287423337,22986.1557629371,23419.5886046918,23628.921173265,23655.1757850741,23570.289470824,23683.3276674179,24258.6087719464,24638.7861081537,24604.1835478086,23768.6420032907,22769.2824666747,22363.5133330717,22078.9867081386,22131.0512060786,22164.4243238778,22162.7811341899,22278.6121326868,22483.3901386121,22512.6086748389
"167","Santa Cruz","pesca","AR-Z","Santa Cruz",2704,3679,3165,2368,3060,3904,3374,2309,2262,3067,2378,2386,2201,1894,1518,2118,2397,2748,1987,2311,2878,3034,2496,2427,3084,3737,2393,2488,3969,4389,3134,3010,3293,3528,3126,2980,4174,3694,2956,3131,5003,5464,3617,3349,4869,5566,3632,3344,4028,5204,3741,3333,3660,3366,3377,3127,3576,3414,3500,3501,4168,4039,4112,3833,4240,4563,3792,3562,4011,4543,4094,4175,4217,4711,4242,4262,4067,4624,4265,4049,3891,4098,4092,3999,4263,4104,4173,3993,4270,4344
"168","Santa Cruz","Total Nacional","AR-Z","Santa Cruz",29553.2092632557,30846.1773883424,30810.0876490929,30063.4114775714,31387.4015187087,33030.972102746,34264.9458148478,33848.8836589167,34508.9174049279,38201.1971866438,36950.4232782389,36820.3425831265,36602.7601739695,35664.1003180163,35595.4338891519,36753.7417153634,34341.9440950508,35744.5735393884,36298.9121610748,38172.7359599412,39435.2819699906,39157.3633353902,38199.0406777586,36910.5110629149,36009.3218164587,36308.364214623,35532.2703717362,35963.7669454025,38456.868741122,40279.4392766372,39280.0450560096,39428.190780403,40145.9624435128,40600.5224775613,41461.6734759241,29779.0028089668,32387.8678709037,32444.9391380323,32861.0463375951,36170.4034104512,39424.6007237821,40263.3389519871,38700.2428853389,40303.239546201,43799.9727942187,45460.0297997763,44256.7956066278,44921.8571324133,46304.830825001,47402.1992403164,45518.0653438293,44466.630105467,44167.062403062,43008.2359217605,42410.1832803063,41787.6790735041,42361.4036195489,42608.2085657955,43258.8171931832,43889.7354295203,46400.235021367,47388.718191049,47797.7184650361,49377.7538985499,49980.9905720001,50168.6481167905,49400.0792414179,49276.8619660953,49999.3563817087,49965.0135233487,48960.3813704807,48825.5284296118,49075.4837156958,49601.5480363499,49066.6390507759,49267.7579577072,49468.2322751321,51019.3406019698,51329.8822052858,50838.0459532082,48568.2192915867,46734.9749133188,46095.2109840606,45698.8263797951,46733.4087421916,46817.717747735,46370.4011512552,46267.1646573509,46795.555581796,45962.8924140968
"169","Santa Fe","agro","AR-S","Santa Fe",18514.9866009695,19507.2913387407,20504.0778867141,20695.6829999338,20846.8147813122,21358.478698795,21532.9431758729,21684.2040984772,21922.7723808183,21883.8596775435,21567.3547093751,21431.3350111459,21730.2121846461,21067.7230847709,21205.5127870689,22073.8971054187,20704.4021594836,20955.7466926696,21136.15522958,21384.9159818847,21240.7501905914,20730.8281212024,20414.5596226131,20145.7386306533,19079.4290629182,19218.4568204838,19412.5634005483,19653.4071016428,20127.6566137879,20274.4535184854,20769.9983962698,21417.3341310086,21729.4311007107,22495.8494350559,23005.534428821,23231.6700957029,23748.195773207,24137.1654312544,24687.7194134406,24834.4027046812,25028.6127399883,25336.8668798122,25715.9055980116,26080.4175506507,26233.5614804553,26474.970709753,26743.5910715105,27118.9948026215,27164.3395858337,27156.1452997088,27057.800270288,26867.187015749,26597.9840373155,26168.5427371193,25802.6688653,25633.5966607874,25944.6788892296,25894.6240491035,26039.9865108321,26335.5151815285,26866.3810562801,28101.1937776949,27807.4876674407,27945.3398569142,27626.1562817508,27765.2362200503,27567.2335087334,27626.1531679494,27506.1928311401,27257.7425907128,26921.9181151039,26769.719510455,26771.9358021155,27076.7135129483,27158.9082380067,26937.3574963188,26704.1270319593,26449.5037954796,26179.8666872293,25853.399889932,25849.7977171623,25740.0470638538,25747.3283949819,25703.4928052567,25503.6286551717,25362.8324803493,25402.2074203395,25519.6722904789,25649.8169122551,25780.7253726313
"170","Santa Fe","com","AR-S","Santa Fe",48916.1497905873,50521.8543536036,51692.8788378825,52610.5249730582,53628.7819187032,53910.5269670541,55515.8990683472,56118.7746918433,56720.2853080806,57297.2788192063,56892.1727855678,56703.510428035,56173.9821284603,56345.3296312605,55836.7059476871,59329.0733019711,57583.2254657259,58793.4314149388,59979.5402901511,60465.8130654895,60751.7596243073,60204.2945877558,59521.3718684538,57800.4263231465,55349.0742998147,54543.9100644649,53554.1057250745,53250.1072002895,54556.7068967727,55456.0590150776,57842.6373369894,59871.8247882222,61872.4920392759,63055.7119772927,64847.1541567587,67087.2566909527,68813.4431272348,70699.9505545136,71961.6451609188,73663.8898306817,74658.4045691967,76067.2215599083,77430.8462842472,78485.3991664417,80028.4867142544,81913.5135821581,83977.4109617544,85525.5631833873,87495.5302549804,88531.2828007144,89436.2438884404,89799.5833576541,89202.384209072,89222.1242960323,89320.5989823861,89865.2497026105,90981.6454411526,91698.708162031,92572.4271385226,93427.4487695464,94182.4963042383,95487.0142530068,96533.7157929528,97471.1595775602,97420.2371872381,97289.300165765,97605.9971682239,98104.5472539873,99113.3270696051,99526.9761314573,99388.4189470925,99456.532857971,99939.1954316062,100200.70299214,100360.618620047,100464.266590099,100641.623353677,101363.30136425,101861.882236558,101638.422386529,101587.091428349,101480.548870758,101765.485018587,102138.839079268,102460.628431861,102986.179585764,103494.735605593,104240.284983107,104456.506793158,104137.366269258
"171","Santa Fe","const","AR-S","Santa Fe",14074,14075,16621,18032,19153,19148,18975,19220,19459,18630,17864,18620,19568,18868,17894,18585,19167,17218,16499,16695,17327,15584,14573,13335,10910,9200,9292,10284,11697,12445,13440,15413,17579,18413,20558,22244,23575,24489,27442,30733,32026,33789,34282,34951,35585,35341,35892,36851,37337,37273,35423,34210,32066,29989,29286,29227,29421,29354,30091,32124,34151,35954,37754,37449,37421,36361,34668,33234,33506,33902,33761,34066,33802,33658,34117,34822,34967,35758,35745,35339,34391,34035,34476,35093,36873,36998,37789,39020,39521,38760
"172","Santa Fe","ind","AR-S","Santa Fe",86168.5552797163,87621.5477574496,90161.6895525881,91205.3325210551,92499.8389994086,94450.1991795964,95657.276230893,96136.0806193442,96442.4674388877,96907.6058720752,96823.9929915342,97023.747931882,95373.6848128921,93280.6201858975,92045.7848092987,94332.9476456465,91840.6718118976,89845.5212058646,87913.8306606406,87040.8193573626,86561.4867920476,84741.5948342729,82909.4526673704,79393.9211525935,76674.5155861801,76535.0006415368,76074.6863634202,76833.2719464879,79471.4501652935,83307.6231267025,86282.2832806164,89599.3019626401,93224.8914995983,96505.3737586462,99607.6062730208,102605.747469205,104862.815426651,107258.779272436,109420.020942825,112569.885814804,114326.088480692,115693.585023557,117155.658090937,118742.179381383,120633.91438579,123521.625853713,125997.489425089,128081.501021405,130527.875472839,131329.41932886,133414.467375994,132297.38664136,128314.440705967,126208.843148148,125504.336143637,126040.767269574,126426.82486817,127638.111070362,128941.529015241,130029.482167564,131185.143369493,132791.453399811,134232.478474029,134982.822548032,134778.630575,134808.871226132,134585.260143678,134976.876486178,136592.871840178,137181.988463073,137463.04576093,137397.603118224,136692.93359191,135959.614670565,135452.216687096,135069.072734978,135053.393910025,135607.13270507,136076.873593449,135160.07409143,134427.586830878,133847.720126062,133213.460442413,133249.303512531,133873.499340051,133806.081706796,133141.273126101,133416.010609901,132698.669974481,131969.840327125
"173","Santa Fe","ot_bs","AR-S","Santa Fe",3343,4202,3285,3291,3408,3523,3470,3437,3402,3435,3297,3276,3306,3334,3363,3447,3918,3859,3588,3564,3543,3540,3490,3437,3283,3246,3250,3282,3403,3483,3594,3621,3477,3509,3519,3535,3535,3592,3629,3694,4624,3727,3769,3797,3907,3932,3998,4129,4001,3976,4015,4027,4042,4043,4081,4093,4081,4116,4148,4198,4242,4276,4290,4321,4328,4336,4344,4384,4513,4542,4575,4620,4735,4782,4834,4866,4720,4757,4751,4752,4730,4716,4760,4873,4914,4952,4974,4992,4998,5015
"174","Santa Fe","ot_ss","AR-S","Santa Fe",103059.206132322,104513.352841096,107297.102519541,117671.907748169,125697.663063255,127340.691532236,131011.779510665,131685.950652072,132098.553411902,134242.209168695,135784.870741701,136231.005857198,136049.765607933,136003.16964338,136072.417498487,144195.855186318,141117.630647236,141856.968123536,142158.194112221,142719.725812033,144257.246272402,143525.721008521,142463.744772077,139995.533689122,135580.105051332,134128.161908548,132188.047767064,131968.80313084,134204.015650957,136914.539865982,141034.410788995,141696.960516729,145139.083861746,148190.605259864,153109.007252943,157755.557326168,159978.63115876,164937.178159303,168319.861735919,171402.133808234,174539.506314075,177307.369157909,179254.454767056,183490.888574934,184736.376138095,186580.465483116,190043.806423383,193657.347959177,196283.123585439,199053.054048457,200181.153877744,198886.993057879,197624.24016712,196012.975753898,197304.299075201,199544.952053902,202248.082311118,205011.587153676,205737.285442235,206848.439995196,209403.192986048,211364.3571857,213782.798253997,215569.713856463,215841.801623986,216414.510923099,215828.450051871,216544.829528796,218024.642477945,218720.698691138,218945.603791704,219100.878432739,217931.245516139,218386.592432155,219944.82790203,220474.850559896,222314.556374036,225355.312570848,226528.496296274,227079.906610929,227712.005281235,227274.80729806,227006.042044211,227687.613585216,228765.419518152,229666.661052755,231363.346967264,232879.959882989,233452.693388574,233753.024205616
"175","Santa Fe","pesca","AR-S","Santa Fe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,21,27,0,0,0,0,128,132,126,111,138,150,147,109,84,65,51,46,38,33,35,36,35,32,30,29,21,23,27,29,21,26,22,30,21,23,25,25,0,0,0,0,0,0,0,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","Santa Fe","Total Nacional","AR-S","Santa Fe",274825.897803595,280320.04629089,290392.748796726,304363.448242216,316024.098762679,320449.896377682,326968.897985778,329135.010061737,330964.078539689,333288.95353752,333268.391228178,334353.599228261,333279.644733932,330077.842545309,327596.421042542,343091.773239354,335032.930084343,333404.667437009,332468.720292593,333140.27421677,335004.242879348,329506.438551752,324639.128930514,315421.619795515,302346.124000245,298368.529435034,295258.403256107,296776.58937926,304929.829326811,313311.675526247,324321.329802871,332972.4213986,344664.898501331,353790.540430859,366268.302111543,373035.231582029,381116.085485853,391672.073417507,401978.247253103,413312.312158401,420662.612103952,428259.042621187,433889.864740252,441795.884673409,447255.338718595,453864.57562874,462689.297881737,471270.406966591,478842.868899092,483374.90147774,485542.665412466,482090.150072642,473826.049119475,467624.485935198,467244.903066524,470340.565686874,475043.23150967,479623.030435172,483404.228106831,488794.886113835,495809.213716059,503721.018616213,510135.480188419,513443.035838969,513087.825667975,512638.918535046,510254.940872506,510486.406436911,514743.034218868,516589.405876381,516479.98661483,516790.733919389,515138.310341771,515286.623607808,517038.57144718,517767.547381292,519680.700669697,524533.250435648,526392.11881351,525070.80297882,523967.481257624,522378.123358734,522208.315900193,523872.248982272,527476.175945236,528819.754825664,531190.563119297,535075.927766476,535778.687068468,534400.95617463
"177","Santiago del Estero","agro","AR-G","Santiago del Estero",3112,3231,3229,3370,3369,4064,3372,3351,3366,3640,3635,3552,3526,4038,3900,4715,4905,5792,5915,4597,3905,3920,3917,3571,3431,3423,3321,3325,3291,3261,3354,3268,3336,3475,3567,3587,3577,3665,3879,3863,3750,3762,3814,3829,3819,3971,4387,4556,4374,4513,4628,4469,4472,4477,4697,4611,4447,4507,4475,4694,4598,4689,4966,5277,4991,4665,4478,4450,4454,4506,4339,4341,4219,4094,4226,4193,3910,3882,3911,3953,3854,3753,3831,3917,3795,3772,3850,4068,3947,3812
"178","Santiago del Estero","com","AR-G","Santiago del Estero",4563,4805,4919,5142,5572,5539,5638,5572,5686,5679,5703,5678,5598,5637,5755,5880,5675,5726,5884,5880,5790,5773,5748,5495,5242,5100,5095,5145,5206,5219,5500,5560,5655,5844,6135,6285,6451,6675,7115,7188,7111,7289,7524,7717,7943,8145,8557,8911,9028,9427,9652,9672,9708,9793,9921,9933,10153,10402,10511,10459,10643,10921,11156,11326,11242,11416,11741,11840,11902,11868,11936,13910,13932,14076,14178,12280,12376,12527,12698,12932,12971,13038,13067,13099,13164,13319,13645,13800,13988,14070
"179","Santiago del Estero","const","AR-G","Santiago del Estero",2498,2438,2783,2674,2523,2796,2873,3159,3596,3903,4080,4117,4011,3875,3742,3700,3455,3228,3541,3422,3190,3126,3107,2783,2107,1473,1139,1641,1809,1822,1833,1794,2363,2876,2919,2482,2580,3028,4591,5878,5798,4955,4300,4664,5347,5986,6035,6083,6530,6762,6783,7472,7603,7382,7161,6680,7006,7586,8228,8259,8070,8504,8134,7924,7366,7100,7067,7163,6962,7382,7445,7251,7493,8010,8263,8203,7927,7811,7532,7427,6847,6547,6369,6137,6512,7353,8360,8851,8950,8881
"180","Santiago del Estero","ind","AR-G","Santiago del Estero",3868.24841313218,3869.51102072582,3858.09144613229,3956.69473337909,3882.5664533758,3794.76734456885,3796.96843153854,3764.69472630852,3901.43724500271,4208.57092796495,4017.53328397348,3660.59998874859,3664.59291451512,3568.46787123191,3510.67321091247,3547.90359216477,3501.54794477677,3475.69228622169,3430.95866773468,3612.52153444636,3457.34855806929,3344.32498705156,3378.42333958593,3342.10762233621,2829.90695855249,2614.97299532086,2580.10261515212,2640.13316583089,2650.45703636844,2616.27180835099,2598.47577221026,2742.06070020706,2856.03141586554,2976.31135551238,2750.1590176181,2793.6690464876,2910.20318381703,3040.74061220158,3184.01976224608,3356.59211867206,3633.87804439259,3581.71508753382,3717.06831337359,3799.56241638035,3902.52458741919,3985.94674985824,3986.51302930653,4042.6635406432,4331.92791320296,4320.20478502503,4387.47436261184,4484.50724622085,4447.54414372667,4480.57026658701,4434.91733357935,4405.04508609595,4472.24810951045,4685.09424071026,4951.22934780172,5075.51846163219,5033.04789847824,5171.29199241655,5321.86423093553,5162.87584107861,5183.80289492405,5154.86657908035,5251.84936495721,5386.52557526235,5481.53744985522,5589.80663252602,5591.7047748211,5638.54159904177,5653.43283831041,5695.64151454255,5749.93998902177,5846.81780601598,6079.28686783379,6117.50887811824,6070.42771999595,5984.5505173247,5794.72591028934,5657.28827466144,5653.7847891419,5645.85534067123,5639.83359535825,5732.47608480541,5726.14417633419,5636.11555612594,5553.16079182716,5420.77625262394
"181","Santiago del Estero","ot_bs","AR-G","Santiago del Estero",478,455,445,447,510,507,533,808,851,825,821,838,800,804,800,810,860,863,868,827,822,823,837,811,797,782,769,786,792,780,767,746,765,764,751,757,766,766,847,774,785,811,812,822,843,862,886,912,923,945,953,961,1019,1069,1053,1021,1010,1025,1018,995,973,983,1037,1034,1007,1024,1057,1053,1053,1086,1084,1091,1084,1105,1132,1084,1109,1117,1113,1100,1101,1129,1133,1178,1214,1212,1232,1234,1230,1233
